,course,semester_code,average_grade,passed,a,b,c,d,e,f
15100,AAR4613,V2016,3.1875,0,1,3,10,2,0,0
15101,AAR4613,V2017,3.0,0,0,3,9,3,0,0
15102,AAR4613,V2004,3.909090909090909,0,2,6,3,0,0,0
15103,AAR4620,V2008,3.8333333333333335,0,1,3,2,0,0,0
15104,AAR4620,H2008,3.5454545454545454,0,2,3,5,1,0,0
15105,AAR4620,H2009,3.3,0,1,3,4,2,0,0
15106,AAR4620,H2010,3.4545454545454546,0,3,3,3,1,0,1
15107,AAR4620,H2011,2.75,0,1,2,3,5,1,0
15108,AAR4620,H2012,3.1538461538461537,0,1,3,6,3,0,0
15109,AAR4620,H2013,2.9285714285714284,0,0,3,7,4,0,0
15110,AAR4620,H2014,3.1818181818181817,0,0,8,10,4,0,0
15111,AAR4620,H2015,2.8125,0,0,4,7,3,2,0
15112,AAR4620,H2016,2.857142857142857,0,1,2,7,2,2,0
15113,AAR4620,H2017,2.7058823529411766,0,2,1,6,7,0,1
15114,AAR4620,V2004,3.5714285714285716,0,0,5,1,1,0,0
15115,AAR4804,H2007,0.0,42,0,0,0,0,0,0
15116,AAR4804,H2008,0.0,39,0,0,0,0,0,0
15117,AAR4804,H2009,0.0,41,0,0,0,0,0,1
15118,AAR4804,H2010,0.0,42,0,0,0,0,0,0
15119,AAR4804,H2011,0.0,41,0,0,0,0,0,0
15120,AAR4804,H2012,0.0,57,0,0,0,0,0,0
15121,AAR4804,H2013,0.0,36,0,0,0,0,0,0
15122,AAR4804,H2014,0.0,6,0,0,0,0,0,0
15123,AAR4804,H2015,0.0,43,0,0,0,0,0,0
15124,AAR4804,H2016,0.0,17,0,0,0,0,0,1
15125,AAR4804,H2004,0.0,16,0,0,0,0,0,0
15126,AAR4804,H2005,0.0,14,0,0,0,0,0,0
15127,AAR4804,H2006,0.0,14,0,0,0,0,0,0
15128,ORG8002,V2008,3.0,0,2,5,6,2,2,1
15129,ORG8002,V2009,1.896551724137931,0,1,3,10,3,2,10
15130,ORG8002,V2010,2.4893617021276597,0,2,7,18,10,5,5
15131,ORG8002,V2011,2.4242424242424243,0,1,6,12,6,3,5
15132,ORG8002,V2012,2.5384615384615383,0,0,2,14,7,2,1
15133,ORG8002,V2013,2.2857142857142856,0,1,3,12,4,3,5
15134,ORG8002,V2014,2.3333333333333335,0,0,1,6,3,0,2
15135,ORG8002,V2015,3.0,0,1,4,8,1,1,1
15136,ORG8002,V2016,2.4545454545454546,0,0,3,2,4,1,1
15137,ORG8002,V2017,3.0,0,0,2,2,2,0,0
15138,MRK8001,V2007,2.2857142857142856,0,0,1,2,2,2,0
15139,MRK8001,V2008,2.9615384615384617,0,1,10,8,3,2,2
15140,MRK8001,V2009,2.0232558139534884,0,0,4,17,6,8,8
15141,MRK8001,V2010,2.4444444444444446,0,2,6,12,7,4,5
15142,MRK8001,V2011,3.1,0,0,11,11,8,0,0
15143,MRK8001,V2012,2.8,0,1,4,7,7,0,1
15144,MRK8001,V2013,2.769230769230769,0,2,6,6,8,4,0
15145,MRK8001,V2014,2.6363636363636362,0,0,2,6,1,1,1
15146,MRK8001,V2015,2.3125,0,0,2,5,6,2,1
15147,MRK8001,V2016,2.3529411764705883,0,1,2,4,6,3,1
15148,MRK8001,V2017,2.5,0,0,1,3,3,1,0
15149,TALM1007,V2013,2.838235294117647,0,47,75,52,27,27,44
15150,TALM1007,V2014,2.2691218130311617,0,31,56,78,73,42,73
15151,TALM1007,V2015,2.9029649595687332,0,60,101,82,51,25,52
15152,TALM1007,V2016,2.8991097922848663,0,49,96,81,41,23,47
15153,TALM1007,V2017,3.0221518987341773,0,59,98,61,37,11,50
15154,TALM1007,S2017,1.65,0,0,1,4,5,7,3
15155,TALM1007,V2018,2.9315068493150687,0,41,90,64,38,23,36
15156,HBIO2003,V2013,2.3661971830985915,0,2,9,27,17,7,9
15157,HBIO2003,V2014,1.2173913043478262,0,1,0,8,20,15,25
15158,HBIO2003,V2015,2.3164556962025316,0,0,12,24,25,13,5
15159,HBIO2003,V2016,2.2459016393442623,0,2,13,12,12,15,7
15160,HBIO2003,V2017,2.638888888888889,0,7,18,20,9,5,13
15161,HBIO2003,S2017,2.0,0,1,2,1,3,2,3
15162,HBIO2003,V2018,2.586206896551724,0,1,13,21,12,6,5
15163,HBIO3002,H2012,3.42,0,5,20,18,5,2,0
15164,HBIO3002,H2013,2.8947368421052633,0,5,20,26,17,3,5
15165,HBIO3002,H2014,2.5517241379310347,0,2,10,17,20,7,2
15166,HBIO3002,H2015,2.578125,0,0,7,29,22,6,0
15167,HBIO3002,H2016,3.086206896551724,0,7,20,14,9,4,4
15168,HBIO3002,H2017,3.0,0,6,21,23,19,4,2
15169,DT8101,H2014,0.0,3,0,0,0,0,0,1
15170,BA8301,H2011,3.75,0,1,1,2,0,0,0
15171,TDT4140,V2007,2.782857142857143,0,6,28,96,23,11,11
15172,TDT4140,S2007,3.6,0,1,5,3,1,0,0
15173,TDT4140,V2008,3.2163461538461537,0,22,53,101,18,8,6
15174,TDT4140,S2008,4.25,0,2,1,1,0,0,0
15175,TDT4140,V2009,2.8447488584474887,0,10,55,99,20,16,19
15176,TDT4140,S2009,2.7777777777777777,0,1,2,3,1,1,1
15177,TDT4140,V2010,3.056,0,14,73,113,28,7,15
15178,TDT4140,S2010,2.5833333333333335,0,1,2,4,2,2,1
15179,TDT4140,V2011,3.21,0,26,88,134,35,9,8
15180,TDT4140,S2011,2.0,0,0,1,1,2,1,1
15181,TDT4140,V2012,3.3783783783783785,0,40,94,128,17,6,11
15182,TDT4140,V2013,3.3890675241157555,0,36,100,145,18,3,9
15183,TDT4140,S2013,2.3333333333333335,0,0,0,1,2,0,0
15184,TDT4140,V2014,2.5207667731629395,0,8,61,109,78,22,35
15185,TDT4140,S2014,1.2,0,0,0,2,1,4,3
15186,TDT4140,V2015,2.4388059701492537,0,20,70,93,62,34,56
15187,TDT4140,S2015,2.48,0,4,3,4,6,6,2
15188,TDT4140,V2016,3.245014245014245,0,50,113,116,36,17,19
15189,TDT4140,S2016,3.0,0,2,1,3,1,2,0
15190,TDT4140,V2017,4.057971014492754,0,132,195,66,21,0,0
15191,TDT4140,V2004,3.2664092664092665,0,13,104,99,30,8,5
15192,TDT4140,S2004,4.333333333333333,0,2,0,1,0,0,0
15193,TDT4140,V2005,2.6818181818181817,0,9,51,60,40,22,16
15194,TDT4140,S2005,2.6363636363636362,0,1,1,5,1,3,0
15195,TDT4140,V2006,3.362162162162162,0,39,44,68,21,5,8
15196,TDT4140,S2006,3.0,0,0,4,2,1,0,1
15197,TDT4140,V2018,4.76036866359447,0,330,104,0,0,0,0
15198,TMR4170,V2007,3.736842105263158,0,4,20,14,0,0,0
15199,TMR4170,V2008,3.5348837209302326,0,7,18,13,3,0,2
15200,TMR4170,V2009,3.559322033898305,0,8,23,24,3,0,1
15201,TMR4170,H2009,3.413793103448276,0,10,28,40,7,1,1
15202,TMR4170,H2010,3.588235294117647,0,15,32,34,0,0,4
15203,TMR4170,H2011,3.650485436893204,0,23,38,34,3,1,4
15204,TMR4170,H2012,4.093457943925234,0,42,37,26,1,0,1
15205,TMR4170,V2014,2.912280701754386,0,6,14,18,13,0,6
15206,TMR4170,S2014,3.0,0,1,1,0,0,0,1
15207,TMR4170,V2015,3.716417910447761,0,16,29,14,5,1,2
15208,TMR4170,V2016,3.783333333333333,0,10,33,13,3,0,1
15209,TMR4170,V2017,3.5510204081632653,0,7,25,11,2,2,2
15210,TMR4170,V2004,3.6,0,9,16,10,2,1,2
15211,TMR4170,V2005,4.173076923076923,0,23,20,7,0,1,1
15212,TMR4170,V2006,3.9318181818181817,0,11,22,10,0,0,1
15213,TMR4170,V2018,4.195121951219512,0,15,22,3,0,0,1
15214,AAR4220,H2007,2.909090909090909,0,0,6,13,0,1,2
15215,AAR4220,H2008,3.0303030303030303,0,1,4,25,2,0,1
15216,AAR4220,H2009,3.375,0,1,5,9,1,0,0
15217,AAR4220,H2010,3.1944444444444446,0,1,10,22,2,0,1
15218,AAR4220,V2012,3.6923076923076925,0,3,3,7,0,0,0
15219,AAR4220,H2012,3.9310344827586206,0,10,7,12,0,0,0
15220,AAR4220,H2013,3.7142857142857144,0,2,11,8,0,0,0
15221,AAR4220,H2014,2.7222222222222223,0,0,2,10,5,1,0
15222,AAR4220,H2015,3.3529411764705883,0,2,10,20,2,0,0
15223,AAR4220,H2016,3.774193548387097,0,5,15,10,1,0,0
15224,AAR4220,H2017,2.8518518518518516,0,0,10,9,5,0,3
15225,AAR4220,H2004,3.4074074074074074,0,1,12,11,3,0,0
15226,AAR4220,H2005,3.125,0,3,12,8,6,1,2
15227,AAR4220,H2006,2.3181818181818183,0,0,4,9,4,0,5
15228,EDU3070,H2017,4.2,0,2,2,1,0,0,0
15229,HMPH4022,V2017,3.6,0,1,2,1,1,0,0
15230,HMPH4022,V2018,3.272727272727273,0,2,4,2,1,2,0
15231,AM302516,V2017,2.2987012987012987,0,5,10,19,18,19,6
15232,AM302516,V2018,2.5510204081632653,0,1,8,18,16,2,4
15233,IINI1007,H2012,2.9375,0,1,6,4,1,4,0
15234,IINI1007,V2013,3.0,0,4,6,3,6,4,0
15235,IINI1007,H2013,3.8125,0,7,3,3,2,1,0
15236,IINI1007,V2014,3.303030303030303,0,5,12,10,2,2,2
15237,IINI1007,H2014,3.2777777777777777,0,4,5,5,1,2,1
15238,IINI1007,V2015,3.1904761904761907,0,5,11,17,6,2,1
15239,IINI1007,H2015,2.9523809523809526,0,2,6,5,5,3,0
15240,IINI1007,V2016,3.25,0,5,6,9,7,1,0
15241,IINI1007,H2016,2.88,0,1,7,9,5,2,1
15242,IINI1007,V2017,3.076923076923077,0,3,6,9,6,2,0
15243,IINI1007,H2017,2.625,0,2,5,7,5,2,3
15244,IINI1007,V2018,2.7777777777777777,0,2,5,3,4,3,1
15245,MM8300,V2010,4.5,0,2,2,0,0,0,0
15246,MM8300,V2011,4.571428571428571,0,5,1,1,0,0,0
15247,MM8300,V2012,4.666666666666667,0,2,1,0,0,0,0
15248,MM8300,V2015,0.0,5,0,0,0,0,0,0
15249,MM8300,H2017,0.0,3,0,0,0,0,0,0
15250,MM8300,V2004,4.666666666666667,0,2,1,0,0,0,0
15251,MM8300,V2005,5.0,0,4,0,0,0,0,0
15252,KJ8206,H2013,0.0,6,0,0,0,0,0,0
15253,TM8103,V2007,4.0,0,0,3,0,0,0,0
15254,TM8103,V2010,3.25,0,1,2,0,0,0,1
15255,TM8103,V2004,3.2,0,0,2,2,1,0,0
15256,TM8103,S2004,4.666666666666667,0,2,1,0,0,0,0
15257,SPO3060,V2007,4.5,0,6,3,1,0,0,0
15258,SPO3060,V2008,4.111111111111111,0,3,5,0,1,0,0
15259,SPO3060,V2009,4.555555555555555,0,5,4,0,0,0,0
15260,SPO3060,V2010,3.5,0,1,3,3,1,0,0
15261,SPO3060,V2011,3.8,0,2,4,4,0,0,0
15262,SPO3060,V2012,3.727272727272727,0,3,5,0,3,0,0
15263,SPO3060,V2013,3.6666666666666665,0,4,5,4,1,1,0
15264,SPO3060,V2014,3.7333333333333334,0,2,8,4,1,0,0
15265,SPO3060,V2015,3.6875,0,3,8,3,1,1,0
15266,SPO3060,V2016,3.533333333333333,0,3,4,6,2,0,0
15267,SPO3060,V2017,3.611111111111111,0,1,12,2,3,0,0
15268,SPO3060,V2004,5.0,0,3,0,0,0,0,0
15269,SPO3060,V2005,4.5,0,5,5,0,0,0,0
15270,SPO3060,V2006,4.375,0,3,5,0,0,0,0
15271,SPO3060,V2018,3.05,0,1,5,10,3,0,1
15272,TIØ4120,S2007,2.5,0,0,0,4,1,1,0
15273,TIØ4120,H2007,2.2790697674418605,0,3,10,33,15,12,13
15274,TIØ4120,S2008,2.625,0,0,1,3,4,0,0
15275,TIØ4120,H2008,3.1710526315789473,0,13,19,21,17,3,3
15276,TIØ4120,S2009,1.25,0,0,0,0,2,1,1
15277,TIØ4120,H2009,2.4516129032258065,0,5,13,40,12,7,16
15278,TIØ4120,S2010,3.6,0,2,0,2,1,0,0
15279,TIØ4120,H2010,2.3727272727272726,0,15,15,31,13,7,29
15280,TIØ4120,S2011,0.6,0,0,0,1,1,1,7
15281,TIØ4120,H2011,2.9559748427672954,0,19,40,63,10,6,21
15282,TIØ4120,S2012,1.5,0,0,0,3,1,1,3
15283,TIØ4120,H2012,2.5798816568047336,0,15,28,60,24,21,21
15284,TIØ4120,S2013,2.0833333333333335,0,0,1,4,3,3,1
15285,TIØ4120,H2013,2.675,0,26,31,54,44,31,14
15286,TIØ4120,S2014,0.8571428571428571,0,0,0,0,2,2,3
15287,TIØ4120,H2014,2.956896551724138,0,12,36,32,16,11,9
15288,TIØ4120,S2015,1.1666666666666667,0,1,0,0,1,0,4
15289,TIØ4120,H2015,2.632911392405063,0,12,28,46,41,24,7
15290,TIØ4120,S2016,2.0,0,0,0,1,1,1,0
15291,TIØ4120,H2016,2.448051948051948,0,9,27,45,35,19,19
15292,TIØ4120,S2017,1.0,0,0,1,0,2,2,5
15293,TIØ4120,H2017,2.5444444444444443,0,17,42,39,31,26,25
15294,TIØ4120,S2004,2.3333333333333335,0,1,1,1,0,2,1
15295,TIØ4120,H2004,2.9245283018867925,0,9,13,12,8,6,5
15296,TIØ4120,H2005,2.661290322580645,0,5,13,19,11,9,5
15297,TIØ4120,H2006,2.210526315789474,0,6,7,22,17,10,14
15298,MA1301,V2007,2.5833333333333335,0,3,1,2,3,0,3
15299,MA1301,H2007,2.547169811320755,0,14,16,35,10,11,20
15300,MA1301,V2008,1.6666666666666667,0,0,0,1,1,0,1
15301,MA1301,H2008,2.943820224719101,0,13,24,27,9,2,14
15302,MA1301,V2009,3.6,0,1,1,3,0,0,0
15303,MA1301,H2009,1.912280701754386,0,5,16,30,15,9,39
15304,MA1301,V2010,1.9333333333333333,0,2,1,4,1,1,6
15305,MA1301,H2010,2.9166666666666665,0,26,29,46,15,6,22
15306,MA1301,V2011,0.9090909090909091,0,1,0,0,0,5,5
15307,MA1301,H2011,2.5454545454545454,0,26,20,28,16,10,32
15308,MA1301,S2012,1.8,0,0,0,2,1,1,1
15309,MA1301,H2012,1.9431818181818181,0,8,6,20,18,11,25
15310,MA1301,S2013,2.6666666666666665,0,0,2,0,0,0,1
15311,MA1301,H2013,2.64,0,25,15,13,16,8,23
15312,MA1301,S2014,1.0,0,0,0,2,0,1,4
15313,MA1301,H2014,3.3933333333333335,0,48,43,22,13,5,19
15314,MA1301,S2015,1.1428571428571428,0,0,0,1,2,1,3
15315,MA1301,H2015,2.6580645161290324,0,20,26,48,26,12,23
15316,MA1301,S2016,1.6,0,1,0,0,1,1,2
15317,MA1301,H2016,2.839080459770115,0,36,28,41,28,23,18
15318,MA1301,S2017,1.25,0,0,0,0,2,1,1
15319,MA1301,H2004,2.5416666666666665,0,11,18,12,6,8,17
15320,MA1301,V2005,2.0,0,0,2,1,2,1,2
15321,MA1301,H2005,2.388888888888889,0,5,11,27,8,6,15
15322,MA1301,V2006,2.2,0,1,0,0,2,2,0
15323,MA1301,H2006,2.121212121212121,0,11,13,21,11,18,25
15324,MA1301,H2017,2.740740740740741,0,26,36,51,38,15,23
15325,ET8207,V2010,4.333333333333333,0,1,2,0,0,0,0
15326,ET8207,H2011,4.857142857142857,0,6,1,0,0,0,0
15327,ET8207,H2013,0.0,8,0,0,0,0,0,0
15328,ET8207,H2015,0.0,9,0,0,0,0,0,2
15329,IDRI2008,V2015,3.08,0,4,14,21,7,1,3
15330,IDRI2008,V2016,3.1016949152542375,0,7,13,28,6,0,5
15331,IDRI2008,V2017,3.5365853658536586,0,8,15,12,4,1,1
15332,IDRI2008,V2018,3.033333333333333,0,1,7,14,8,0,0
15333,GEOG8000,V2007,0.0,5,0,0,0,0,0,0
15334,GEOG8000,V2008,0.0,7,0,0,0,0,0,0
15335,GEOG8000,V2009,0.0,3,0,0,0,0,0,0
15336,GEOG8000,V2010,0.0,4,0,0,0,0,0,0
15337,GEOG8000,V2013,0.0,10,0,0,0,0,0,0
15338,GEOG8000,H2013,0.0,5,0,0,0,0,0,0
15339,GEOG8000,H2014,0.0,5,0,0,0,0,0,0
15340,GEOG8000,H2015,0.0,7,0,0,0,0,0,0
15341,GEOG8000,H2016,0.0,3,0,0,0,0,0,0
15342,GEOG8000,V2004,0.0,4,0,0,0,0,0,0
15343,GEOG8000,V2006,0.0,4,0,0,0,0,0,0
15344,TMR4215,S2007,3.0,0,0,1,1,1,0,0
15345,TMR4215,H2007,3.263157894736842,0,10,23,30,6,4,3
15346,TMR4215,S2008,3.0,0,1,2,1,1,0,1
15347,TMR4215,H2008,2.491228070175439,0,6,8,19,9,5,10
15348,TMR4215,S2009,2.375,0,2,0,2,1,1,2
15349,TMR4215,H2009,3.131868131868132,0,13,19,40,11,2,6
15350,TMR4215,S2010,3.0,0,2,1,2,1,2,0
15351,TMR4215,H2010,2.5338983050847457,0,15,14,36,21,18,14
15352,TMR4215,S2011,1.9090909090909092,0,0,2,1,2,6,0
15353,TMR4215,H2011,2.772727272727273,0,14,19,25,7,9,14
15354,TMR4215,S2012,2.5714285714285716,0,0,0,6,0,0,1
15355,TMR4215,H2012,3.0672268907563027,0,24,28,37,8,6,16
15356,TMR4215,S2013,1.5833333333333333,0,2,0,0,4,1,5
15357,TMR4215,H2013,2.717391304347826,0,24,35,20,22,11,26
15358,TMR4215,S2014,2.9047619047619047,0,4,5,4,4,1,3
15359,TMR4215,H2014,2.2248062015503876,0,8,29,24,23,13,32
15360,TMR4215,S2015,3.0526315789473686,0,3,7,2,2,5,0
15361,TMR4215,H2015,2.75,0,26,29,25,17,8,27
15362,TMR4215,S2016,2.3043478260869565,0,1,5,4,6,4,3
15363,TMR4215,H2016,3.0794701986754967,0,23,50,31,26,5,16
15364,TMR4215,S2017,1.6363636363636365,0,0,0,3,3,3,2
15365,TMR4215,S2004,3.0,0,0,2,0,0,1,0
15366,TMR4215,H2004,2.5344827586206895,0,4,14,9,14,16,1
15367,TMR4215,H2005,2.784313725490196,0,8,12,8,11,8,4
15368,TMR4215,H2006,2.463768115942029,0,6,13,22,6,10,12
15369,TMR4215,H2017,3.0080645161290325,0,16,38,29,21,12,8
15370,TGB4120,V2010,3.75,0,1,1,2,0,0,0
15371,TGB4120,V2011,2.5,0,0,3,1,0,0,2
15372,TGB4120,V2012,3.75,0,1,4,3,0,0,0
15373,TGB4120,V2014,4.071428571428571,0,4,7,3,0,0,0
15374,TGB4120,V2015,3.0,0,0,1,2,1,0,0
15375,TGB4120,V2016,3.2857142857142856,0,1,3,2,0,0,1
15376,TGB4120,V2017,3.5714285714285716,0,2,2,1,2,0,0
15377,TGB4120,V2006,4.333333333333333,0,1,2,0,0,0,0
15378,TGB4120,V2018,3.75,0,1,2,0,1,0,0
15379,TGB4170,V2007,3.6666666666666665,0,1,4,4,0,0,0
15380,TGB4170,V2008,2.8181818181818183,0,1,2,2,6,0,0
15381,TGB4170,V2009,2.9444444444444446,0,3,2,9,1,1,2
15382,TGB4170,V2010,3.25,0,2,7,16,2,1,0
15383,TGB4170,V2011,3.1481481481481484,0,3,5,15,2,1,1
15384,TGB4170,V2012,2.9583333333333335,0,2,5,11,4,0,2
15385,TGB4170,V2013,2.96,0,5,4,8,4,1,3
15386,TGB4170,V2014,2.6666666666666665,0,1,7,7,5,0,4
15387,TGB4170,V2015,2.95,0,0,6,9,3,2,0
15388,TGB4170,V2016,2.6666666666666665,0,1,4,3,5,0,2
15389,TGB4170,V2017,3.4444444444444446,0,2,4,1,1,0,1
15390,TGB4170,V2004,3.2857142857142856,0,0,3,3,1,0,0
15391,TGB4170,V2005,3.0,0,1,3,5,2,0,1
15392,TGB4170,V2006,3.0,0,1,4,1,1,1,1
15393,TGB4170,V2018,3.727272727272727,0,4,3,2,1,1,0
15394,TKT4102,V2014,2.525,0,10,22,31,29,14,14
15395,TKT4102,S2014,2.2857142857142856,0,0,1,3,1,1,1
15396,TKT4102,V2015,2.25974025974026,0,4,12,21,18,7,15
15397,TKT4102,S2015,1.6,0,0,2,0,3,2,3
15398,TKT4102,V2016,2.5833333333333335,0,17,14,13,13,11,16
15399,TKT4102,S2016,2.0,0,1,2,2,2,3,3
15400,TKT4102,V2017,2.635514018691589,0,21,20,17,15,16,18
15401,TKT4102,S2017,1.5,0,0,1,1,0,2,2
15402,TKT4102,V2018,2.67032967032967,0,15,23,11,13,17,12
15403,TPK4195,H2013,3.7,0,2,5,1,2,0,0
15404,TPK4195,H2014,3.7142857142857144,0,2,3,1,0,1,0
15405,TPK4195,H2015,3.111111111111111,0,0,3,4,2,0,0
15406,TPK4195,H2016,3.769230769230769,0,3,6,2,2,0,0
15407,TPK4195,H2017,3.35,0,2,5,11,2,0,0
15408,IFUD1041,H2012,2.8461538461538463,0,2,3,3,2,2,1
15409,IFUD1041,H2013,2.0,0,0,1,4,2,2,2
15410,IFUD1041,V2014,3.090909090909091,0,0,3,6,2,0,0
15411,IFUD1041,H2014,2.9,0,0,4,4,0,1,1
15412,IFUD1041,V2016,3.0,0,0,1,5,1,0,0
15413,IFUD1041,V2017,4.5,0,2,2,0,0,0,0
15414,IFUD1041,V2018,3.0,0,0,1,1,1,0,0
15415,KP8115,H2008,3.8,0,0,4,1,0,0,0
15416,KP8115,V2012,4.333333333333333,0,1,2,0,0,0,0
15417,KP8115,H2014,0.0,3,0,0,0,0,0,0
15418,KP8115,H2015,0.0,5,0,0,0,0,0,1
15419,MV3091,V2007,3.0,0,0,2,0,2,0,0
15420,MV3091,H2007,3.3333333333333335,0,2,5,2,2,0,1
15421,MV3091,V2008,3.3333333333333335,0,1,1,3,1,0,0
15422,MV3091,H2008,3.3333333333333335,0,0,1,2,0,0,0
15423,MV3091,V2009,2.875,0,1,1,3,2,1,0
15424,MV3091,V2010,3.8181818181818183,0,3,3,5,0,0,0
15425,MV3091,H2010,4.25,0,1,3,0,0,0,0
15426,MV3091,V2011,3.7857142857142856,0,2,8,3,1,0,0
15427,MV3091,H2011,4.0,0,1,2,1,0,0,0
15428,MV3091,V2012,3.5,0,0,2,2,0,0,0
15429,MV3091,V2013,3.4285714285714284,0,0,3,4,0,0,0
15430,MV3091,V2014,2.25,0,0,1,1,0,2,0
15431,MV3091,V2015,3.4545454545454546,0,1,5,3,2,0,0
15432,MV3091,V2016,3.8333333333333335,0,1,3,2,0,0,0
15433,MV3091,V2017,3.7058823529411766,0,5,2,10,0,0,0
15434,MV3091,V2005,3.0,0,1,3,3,3,1,0
15435,MV3091,V2006,1.9,0,0,1,3,3,0,3
15436,MV3091,H2006,3.3333333333333335,0,0,5,3,0,1,0
15437,MV3091,V2018,3.625,0,1,3,4,0,0,0
15438,TPK4140,V2007,3.55,0,2,10,7,0,0,1
15439,TPK4140,H2007,4.166666666666667,0,2,3,1,0,0,0
15440,TPK4140,H2008,3.740740740740741,0,3,14,10,0,0,0
15441,TPK4140,H2009,3.425,0,5,16,16,0,0,3
15442,TPK4140,H2010,3.7111111111111112,0,7,21,14,3,0,0
15443,TPK4140,H2011,3.36,0,4,18,24,2,0,2
15444,TPK4140,H2012,3.5090909090909093,0,8,24,15,6,0,2
15445,TPK4140,H2013,3.66,0,11,18,14,7,0,0
15446,TPK4140,H2014,3.693548387096774,0,7,33,19,2,1,0
15447,TPK4140,H2015,3.375,0,7,12,15,3,1,2
15448,TPK4140,H2016,3.176470588235294,0,6,14,19,9,1,2
15449,TPK4140,H2017,3.2413793103448274,0,3,10,9,6,0,1
15450,TPK4140,V2004,3.1818181818181817,0,1,7,9,5,0,0
15451,TPK4140,V2005,3.5757575757575757,0,5,14,11,2,0,1
15452,TPK4140,V2006,3.4074074074074074,0,4,11,8,2,0,2
15453,TPK4140,S2006,4.333333333333333,0,2,0,1,0,0,0
15454,SMF1321,H2011,3.111111111111111,0,1,6,15,5,0,0
15455,SMF1321,H2012,2.260869565217391,0,0,2,5,13,3,0
15456,SMF1321,H2013,2.8636363636363638,0,4,4,4,5,5,0
15457,SMF1321,H2014,2.9722222222222223,0,2,6,20,6,1,1
15458,SMF1321,H2015,2.6956521739130435,0,1,5,7,6,4,0
15459,SMF1321,H2016,2.5925925925925926,0,2,3,9,9,3,1
15460,SMF1321,H2017,3.0,0,3,8,8,5,3,1
15461,IMT2631,H2015,1.9090909090909092,0,0,2,2,2,3,2
15462,IMT2631,H2016,2.888888888888889,0,1,3,1,2,2,0
15463,IMT2631,H2017,3.375,0,2,2,2,1,1,0
15464,LGU12012,V2017,3.3,0,2,10,13,5,0,0
15465,LGU12012,V2018,3.3333333333333335,0,2,9,8,5,0,0
15466,POL1005,H2007,3.0416666666666665,0,5,11,17,11,4,0
15467,POL1005,H2008,2.803030303030303,0,5,16,19,14,11,1
15468,POL1005,V2009,3.2,0,2,0,1,1,1,0
15469,POL1005,H2009,3.216494845360825,0,10,25,41,19,1,1
15470,POL1005,V2010,4.285714285714286,0,2,5,0,0,0,0
15471,POL1005,H2010,3.101449275362319,0,5,18,31,10,4,1
15472,POL1005,V2011,3.25,0,0,3,0,0,1,0
15473,POL1005,H2011,3.1666666666666665,0,3,9,10,6,2,0
15474,POL1005,H2012,3.203125,0,6,18,25,13,2,0
15475,POL1005,H2013,3.8181818181818183,0,12,17,11,3,1,0
15476,POL1005,H2014,3.475,0,11,11,9,4,5,0
15477,POL1005,H2015,3.357142857142857,0,7,6,8,4,3,0
15478,POL1005,H2016,2.9245283018867925,0,5,15,14,13,2,4
15479,POL1005,V2017,3.25,0,0,2,1,1,0,0
15480,POL1005,H2017,3.2708333333333335,0,8,11,16,12,1,0
15481,POL1005,H2004,3.2142857142857144,0,6,18,20,8,2,2
15482,POL1005,V2005,4.0,0,0,3,0,0,0,0
15483,POL1005,H2005,3.176470588235294,0,6,17,14,8,6,0
15484,POL1005,H2006,3.268292682926829,0,9,28,25,16,4,0
15485,PED1003,V2007,2.6538461538461537,0,17,34,74,44,21,18
15486,PED1003,H2007,1.3333333333333333,0,0,0,1,2,5,1
15487,PED1003,V2008,2.635897435897436,0,19,32,62,40,25,17
15488,PED1003,H2008,2.6363636363636362,0,1,2,4,1,2,1
15489,PED1003,V2009,2.6158536585365852,0,8,31,55,40,20,10
15490,PED1003,H2009,1.0,0,0,0,1,2,0,4
15491,PED1003,V2010,2.210843373493976,0,10,23,41,37,28,27
15492,PED1003,H2010,2.0,0,0,0,2,0,2,0
15493,PED1003,V2011,2.729559748427673,0,17,32,45,36,14,15
15494,PED1003,H2011,1.0,0,0,0,1,1,0,3
15495,PED1003,V2012,2.9515151515151516,0,23,37,50,27,20,8
15496,PED1003,H2012,1.0,0,0,0,0,1,1,1
15497,PED1003,V2013,3.142857142857143,0,19,36,53,26,12,1
15498,PED1003,V2014,3.0068965517241377,0,16,27,59,30,11,2
15499,PED1003,V2015,3.1825396825396823,0,21,27,45,22,9,2
15500,PED1003,V2016,2.9235668789808917,0,14,35,54,38,11,5
15501,PED1003,V2017,2.8763440860215055,0,17,44,64,33,16,12
15502,PED1003,H2017,1.0,0,0,0,0,1,3,1
15503,PED1003,V2004,2.4945054945054945,0,8,37,45,53,25,14
15504,PED1003,H2004,1.5,0,0,0,2,1,4,1
15505,PED1003,V2005,2.506072874493927,0,16,49,67,52,38,25
15506,PED1003,H2005,2.0,0,0,0,2,4,2,0
15507,PED1003,V2006,2.383084577114428,0,14,34,49,43,40,21
15508,PED1003,H2006,1.5555555555555556,0,0,1,1,2,3,2
15509,PED1003,V2018,2.8833333333333333,0,33,43,42,25,6,31
15510,TYSK2301,H2007,3.5625,0,2,8,5,0,0,1
15511,TYSK2301,H2008,3.2222222222222223,0,1,1,6,1,0,0
15512,TYSK2301,H2009,2.857142857142857,0,1,0,5,0,0,1
15513,TYSK2301,H2010,4.8,0,8,2,0,0,0,0
